RENDICION DE BSP																								
JAZZ																								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
COMPAÑIA	AA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65962     USD	1403-474610-6	10/1/2025	        854.00		       1096.38		      242.38				       1096.38		  5.00	       42.70	       1053.68	NRZT/BUE74								
65954     USD	1403-474611-0	10/1/2025	        504.00		        660.78		      156.78				        660.78				        660.78									
65136     USD	1403-474612-1	10/1/2025	        350.00		        460.20		      110.20				        460.20				        460.20									
65136     USD	1403-474613-2	10/1/2025	        350.00		        460.20		      110.20				        460.20				        460.20									
65995     USD	1403-474626-1	11/1/2025	        815.00		        961.80		      146.80				        961.80				        961.80	NRZT/BUE74								
65995     USD	1403-474627-2	11/1/2025	        815.00		        961.80		      146.80				        961.80				        961.80	NRZT/BUE74								
65995     USD	1403-474628-3	11/1/2025	        611.00		        743.50		      132.50				        743.50				        743.50	NRZT/BUE74								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66032     PES	1403-474640-1	13/1/2025	     150050.00		     187584.30		    37534.30		    16464.24		     187584.30				     187584.30									
66031     USD	1403-474647-1	13/1/2025	        450.00		        567.20		      117.20				        567.20				        567.20									
66036     PES	1403-474649-3	13/1/2025	      56305.00		        175.55	      72000.00	    15870.55		     6178.06		        175.55				        175.55		AX000000000004047							
64894     USD	1403-474654-1	14/1/2025	        250.00		        353.20		      103.20				        353.20				        353.20									
64894     USD	1403-474655-2	14/1/2025	        250.00		        353.20		      103.20				        353.20				        353.20									
65902     USD	1403-489957-2	9/1/2025	        940.00		       1156.01		      216.01				       1156.01		 10.00	       94.00	       1062.01	NRZGH/BUE6								
65902     USD	1403-489958-3	9/1/2025	       1254.00		       1492.01		      238.01				       1492.01		 10.00	      125.40	       1366.61	NRZGH/BUE6								
65902     USD	1403-489959-4	9/1/2025	       1254.00		       1492.01		      238.01				       1492.01		 10.00	      125.40	       1366.61	NRZGH/BUE6								
65902     USD	1403-489960-5	9/1/2025	       1254.00		       1492.01		      238.01				       1492.01		 10.00	      125.40	       1366.61	NRZGH/BUE6								
65912     PES	1403-489961-6	10/1/2025	     142402.00		     171594.05		    29192.05		    15625.06		     171594.05				     171594.05									
65922     PES	1403-489962-0	10/1/2025	     196400.00		     237796.35		    41396.35		    21549.99		     237796.35				     237796.35									
65927     PES	1403-489963-1	10/1/2025	     153557.00		     184475.05		    30918.05		    16849.05		     184475.05				     184475.05									
65927     PES	1403-489964-2	10/1/2025	     153557.00		     184475.05		    30918.05		    16849.05		     184475.05				     184475.05									
65927     PES	1403-489965-3	10/1/2025	     153557.00		     184475.05		    30918.05		    16849.05		     184475.05				     184475.05									
65927     PES	1403-489966-4	10/1/2025	     153557.00		     184475.05		    30918.05		    16849.05		     184475.05				     184475.05									
65934     PES	1403-489967-5	10/1/2025	     480992.00		     569991.20		    88999.20		    52776.84		     569991.20				     569991.20									
65934     PES	1403-489968-6	10/1/2025	     480992.00		     569991.20		    88999.20		    52776.84		     569991.20				     569991.20									
65938     USD	1403-489969-0	10/1/2025	        570.00		        727.10		      157.10				        727.10				        727.10									
65952     PES	1403-489970-1	10/1/2025	     484928.00		     580685.57		    95757.57		    53208.73		     580685.57				     580685.57									
65952     PES	1403-489971-2	10/1/2025	     484928.00		     580685.57		    95757.57		    53208.73		     580685.57				     580685.57									
65952     PES	1403-489972-3	10/1/2025	     484928.00		     580685.57		    95757.57		    53208.73		     580685.57				     580685.57									
65959     USD	1403-489973-4	10/1/2025	        492.00		        612.10		      120.10				        612.10		  5.00	       24.60	        587.50	NRZT/BUE74								
65955     PES	1403-489974-5	10/1/2025	     395142.00		     470598.00		    75456.00		    43356.96		     470598.00				     470598.00									
65989     PES	1403-489975-6	10/1/2025	    -195978.00		    -184917.00		    11061.00		   -21503.69		    -184917.00				    -184917.00									
65989     PES	1403-489975-6	10/1/2025	     195978.00		     249911.50		    53933.50		    21503.69		     249911.50				     249911.50									
65989     PES	1403-489976-0	10/1/2025	     195978.00		     249911.50		    53933.50		    21503.69		     249911.50				     249911.50									
65989     PES	1403-489976-0	10/1/2025	    -195978.00		    -184917.00		    11061.00		   -21503.69		    -184917.00				    -184917.00									
65991     PES	1403-489977-1	10/1/2025	     915860.00		    1081924.97		   166064.97		    77764.40		    1081924.97				    1081924.97									
65991     PES	1403-489979-3	10/1/2025	     915860.00		    1081924.97		   166064.97		    77764.40		    1081924.97				    1081924.97									
65998     PES	1403-489981-5	10/1/2025	     173040.00		     211215.45		    38175.45		    18986.81		     211215.45				     211215.45									
66001     PES	1403-489991-1	11/1/2025	     498235.00		     586726.35		    88491.35		    54668.84		     586726.35				     586726.35									
66001     PES	1403-489992-2	11/1/2025	     498235.00		     586726.35		    88491.35		    54668.84		     586726.35				     586726.35									
66001     PES	1403-489993-3	11/1/2025	     448412.00		     529194.35		    80782.35		    49202.00		     529194.35				     529194.35									
66001     PES	1403-489994-4	11/1/2025	     448412.00		     529194.35		    80782.35		    49202.00		     529194.35				     529194.35									
66003     PES	1403-489995-5	13/1/2025	     109372.00		     142698.62		    33326.62		    12000.84		     142698.62				     142698.62									
66003     PES	1403-489996-6	13/1/2025	     109372.00		     142698.62		    33326.62		    12000.84		     142698.62				     142698.62									
66017     PES	1403-489999-2	13/1/2025	     115555.00		     140593.15		    25038.15		    12679.28		     140593.15				     140593.15									
66017     PES	1403-490000-3	13/1/2025	     115555.00		     140593.15		    25038.15		    12679.28		     140593.15				     140593.15									
66017     PES	1403-490001-4	13/1/2025	     115555.00		     140593.15		    25038.15		    12679.28		     140593.15				     140593.15									
66018     PES	1403-490002-5	13/1/2025			      21000.00		    21000.00				      21000.00				      21000.00		CA+							
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66004     PES	1403-490003-6	13/1/2025	     229803.00		    -204058.70	     689175.90	   255314.20				    -204058.70				    -204058.70		AX+							
66052     USD	1403-490004-0	14/1/2025	        693.00		       1274.40		      581.40				       1274.40		 10.00	       69.30	       1205.10	NRZGH/BUE6								
66046     USD	1403-490007-3	14/1/2025	       1676.00		       1975.68		      299.68				       1975.68		  5.00	       83.80	       1891.88	NRZT/BUE74								
66046     USD	1403-490008-4	14/1/2025	       1556.00		       1847.28		      291.28				       1847.28		  5.00	       77.80	       1769.48	NRZT/BUE74								
66052     USD	1403-490009-5	14/1/2025	        693.00		       1274.40		      581.40				       1274.40		 10.00	       69.30	       1205.10	NRZGH/BUE6								
66052     USD	1403-490010-6	14/1/2025	        693.00		       1274.40		      581.40				       1274.40		 10.00	       69.30	       1205.10	NRZGH/BUE6								
66089     USD	1403-490011-0	14/1/2025	       1085.00		       1693.90		      608.90				       1693.90		 10.00	      108.50	       1585.40	NRZGH/BUE6								
66089     USD	1403-490012-1	14/1/2025	       1085.00		       1693.90		      608.90				       1693.90		 10.00	      108.50	       1585.40	NRZGH/BUE6								
66089     USD	1403-490013-2	14/1/2025	       1085.00		       1693.90		      608.90				       1693.90		 10.00	      108.50	       1585.40	NRZGH/BUE6								
66089     USD	1403-490014-3	14/1/2025	       1085.00		       1693.90		      608.90				       1693.90		 10.00	      108.50	       1585.40	NRZGH/BUE6								
66061     PES	1403-490018-0	14/1/2025	     241962.00		     293717.30		    51755.30		    26549.28		     293717.30				     293717.30									
66070     PES	1403-490021-3	14/1/2025	     436514.00		     688845.20		   121377.00	   130954.20			     688845.20		  5.00	    21825.70	     667019.50	NRZT/BUE74								
66070     PES	1403-490022-4	14/1/2025	     436514.00		     688845.20		   121377.00	   130954.20			     688845.20		  5.00	    21825.70	     667019.50	NRZT/BUE74								
66076     USD	1403-490025-0	14/1/2025	       1007.00		       1625.60		      618.60				       1625.60		 10.00	      100.70	       1524.90	NRZGH/BUE6								
66076     USD	1403-490026-1	14/1/2025	       1007.00		       1625.60		      618.60				       1625.60		 10.00	      100.70	       1524.90	NRZGH/BUE6								
66078     USD	1403-490027-2	14/1/2025	        100.00		        157.50		       57.50				        157.50				        157.50									
66100     USD	1403-490028-3	14/1/2025	       3324.00		       3706.91		      382.91				       3706.91		 10.00	      332.40	       3374.51	NRZGH/BUE6								
66100     USD	1403-490029-4	14/1/2025	       3324.00		       3706.91		      382.91				       3706.91		 10.00	      332.40	       3374.51	NRZGH/BUE6								
66100     USD	1403-490030-5	14/1/2025	       2493.00		       2817.71		      324.71				       2817.71		 10.00	      249.30	       2568.41	NRZGH/BUE6								
66100     USD	1403-490031-6	14/1/2025	       2493.00		       2817.71		      324.71				       2817.71		 10.00	      249.30	       2568.41	NRZGH/BUE6								
66118     PES	1403-490034-2	15/1/2025	     215816.00		     263525.80		    47709.80		    23680.41		     263525.80				     263525.80									
66118     PES	1403-490035-3	15/1/2025	     215816.00		     263525.80		    47709.80		    23680.41		     263525.80				     263525.80									
66122     USD	1403-490041-2	15/1/2025	       2729.00		       3742.60		     1013.60				       3742.60		 10.00	      272.90	       3469.70	NRZGH/BUE6								
66122     USD	1403-490042-3	15/1/2025	       1737.00		       2529.20		      792.20				       2529.20		 10.00	      173.70	       2355.50	NRZGH/BUE6								
66158     PES	1403-490043-4	15/1/2025	     370951.00		     394802.65		    23851.65				     394802.65				     394802.65									
66158     PES	1403-490044-5	15/1/2025	     264349.00		     282209.70		    17860.70				     282209.70				     282209.70									
66150     PES	1403-490047-1	15/1/2025	     444036.00		     527057.20		    83021.20		    48721.85		     527057.20				     527057.20									
66150     PES	1403-490048-2	15/1/2025	     444036.00		     527057.20		    83021.20		    48721.85		     527057.20				     527057.20									
66157     PES	1403-490049-3	15/1/2025	    1057576.00		    1195048.42		   137472.42		    50733.60		    1195048.42				    1195048.42									
66157     PES	1403-490050-4	15/1/2025	    1057576.00		    1195048.42		   137472.42		    50733.60		    1195048.42				    1195048.42									
66156     PES	1403-490051-5	15/1/2025	      75736.00		      94613.15		    18877.15		     8310.13		      94613.15				      94613.15									
66156     PES	1403-490052-6	15/1/2025	      75736.00		      94613.15		    18877.15		     8310.13		      94613.15				      94613.15									
66163     PES	1403-490055-2	16/1/2025	      75736.00		      94613.15		    18877.15		     8310.13		      94613.15				      94613.15									
66163     PES	1403-490056-3	16/1/2025	      75736.00		      94613.15		    18877.15		     8310.13		      94613.15				      94613.15									
66173     PES	1403-490057-4	16/1/2025	     462200.00		     537823.40		    75623.40		    50714.90		     537823.40				     537823.40									
66168     PES	1403-490058-5	16/1/2025	     370951.00		     394802.65		    23851.65				     394802.65				     394802.65									
66168     PES	1403-490059-6	16/1/2025	     370951.00		     394802.65		    23851.65				     394802.65				     394802.65									
66168     PES	1403-490060-0	16/1/2025	     370951.00		     394802.65		    23851.65				     394802.65				     394802.65									
66177     USD	1403-490061-1	16/1/2025	        524.00		        650.10		      126.10				        650.10		  5.00	       26.20	        623.90	NRZT/BUE74								
66177     USD	1403-490062-2	16/1/2025	        444.00		        564.50		      120.50				        564.50		  5.00	       22.20	        542.30	NRZT/BUE74								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66177     USD	1403-490063-3	16/1/2025	        333.00		        445.70		      112.70				        445.70		  5.00	       16.65	        429.05	NRZT/BUE74								
66177     USD	1403-490064-4	16/1/2025	        444.00		        564.50		      120.50				        564.50		  5.00	       22.20	        542.30	NRZT/BUE74								
66177     USD	1403-490065-5	16/1/2025	        333.00		        445.70		      112.70				        445.70		  5.00	       16.65	        429.05	NRZT/BUE74								
66170     PES	1403-490072-5	16/1/2025	     335086.00		     397940.55		    62854.55		    36767.31		     397940.55				     397940.55									
66180     PES	1403-490075-1	16/1/2025	     201384.00			     246860.80	    45476.80		    22096.86								VI000000000000540							
66185     USD	1403-490084-3	16/1/2025	        305.00		        412.00		      107.00				        412.00		 10.00	       30.50	        381.50	NRZGH/BUE6								
66185     USD	1403-490085-4	16/1/2025	        305.00		        412.00		      107.00				        412.00		 10.00	       30.50	        381.50	NRZGH/BUE6								
66185     USD	1403-490086-5	16/1/2025	        229.00		        330.60		      101.60				        330.60		 10.00	       22.90	        307.70	NRZGH/BUE6								
